姓名,性别,出生年份,出生地,长度,名,名1,笔画1,偏旁1,拼音1,常用1,名2,笔画2,偏旁2,拼音2,常用2
李雅男,男,1983,河北省沧州市,3,雅男,雅,12,隹,yǎ,1,男,7,田,nán,1
周鸣放,男,1957,江苏海安,3,鸣放,鸣,8,鸟,míng,1,放,8,攵,fàng,1
马义祥,男,1959,云南昭阳,3,义祥,义,3,丶,yì,1,祥,10,礻,xiáng,1
吴发先,男,1965,四川三台,3,发先,发,5,又,fā,1,先,6,儿,xiān,1
肖文交,男,1967,湖南涟源,3,文交,文,4,文,wén,1,交,6,亠,jiāo,1
王肆虎,男,1962,内蒙古包头,3,肆虎,肆,13,聿,sì,1,虎,8,虍,hǔ,1
敖定椿,男,1931,福建福清,3,定椿,定,8,宀,dìng,1,椿,13,木,chūn,2
黄希琳,女,1992,广东汕头市,3,希琳,希,7,巾,xī,1,琳,12,王,lín,2
吴俊培,男,1947,江苏苏州,3,俊培,俊,9,亻,jùn,1,培,11,土,péi,1
万继生,男,1942,内蒙古自治区巴彦淖尔盟乌拉特前旗,3,继生,继,10,纟,jì,1,生,5,生,shēng,1
张少周,男,1954,河南洛阳,3,少周,少,4,小,shǎo,1,周,8,口,zhōu,1
蒋为曙,男,1989,广西壮族自治区资源县,3,为曙,为,4,丶,wéi,1,曙,17,日,shǔ,2
林怀炳,男,1974,福建,3,怀炳,怀,7,忄,huái,1,炳,9,火,bǐng,3
杨本珍,男,1925,广西灵山县,3,本珍,本,5,木,běn,1,珍,9,王,zhēn,1
肖俊志,男,1949,安徽凤台,3,俊志,俊,9,亻,jùn,1,志,7,心,zhì,1
郑敦训,男,1936,山东青岛,3,敦训,敦,12,攵,dūn,2,训,5,讠,xùn,1
李秀奇,男,1951,河南省长葛市,3,秀奇,秀,7,禾,xiù,1,奇,8,大,qí,1
左青云,男,1959,甘肃敦煌,3,青云,青,8,青,qīng,1,云,4,二,yún,1
魏秀在,男,1963,甘肃榆中,3,秀在,秀,7,禾,xiù,1,在,6,土,zài,1
曹涤非,男,1976,北京,3,涤非,涤,10,氵,dí,2,非,8,非,fēi,1
史大刚,男,1958,山西稷山,3,大刚,大,3,大,dà,1,刚,6,刂,gāng,1
魏建峰,男,1966,河南禹州,3,建峰,建,8,廴,jiàn,1,峰,10,山,fēng,1
哈思楠,女,1992,河北保定,3,思楠,思,9,心,sī,1,楠,13,木,nán,3
艾晓琪,女,1992,安徽芜湖,3,晓琪,晓,10,日,xiǎo,1,琪,12,王,qí,3
滕长祥,男,1954,河北武邑县,3,长祥,长,4,长,cháng,1,祥,10,礻,xiáng,1
郝鸿,男,1932,安徽怀宁,2,鸿,鸿,11,鸟,hóng,2,鸿,0,0,0,0
秦志云,男,1970,山西壶关,3,志云,志,7,心,zhì,1,云,4,二,yún,1
崔亚东,男,1954,河北蠡县,3,亚东,亚,6,二,yà,1,东,5,一,dōng,1
郄英才,男,1975,山东青州,3,英才,英,8,艹,yīng,1,才,3,扌,cái,1
李佳波,男,1991,四川省眉山市,3,佳波,佳,8,亻,jiā,1,波,8,氵,bō,1
吴倜令,男,1955,河南镇平人,3,倜令,倜,10,亻,tì,3,令,5,人,lìng,1
孟露,女,1992,吉林省吉林市,2,露,露,21,雨,lù,1,露,0,0,0,0
陈长庆,男,1972,河北故城,3,长庆,长,4,长,cháng,1,庆,6,广,qìng,1
符立东,男,1967,海南儋州,3,立东,立,5,立,lì,1,东,5,一,dōng,1
王声革,男,1968,福建南安,3,声革,声,7,士,shēng,1,革,9,革,gé,1
李嘉德,男,1969,四川北川,3,嘉德,嘉,14,口,jiā,1,德,15,彳,dé,1
万保全,男,1956,贵州晴隆,3,保全,保,9,亻,bǎo,1,全,6,入,quán,1
冯艳宾,男,1979,河北省,3,艳宾,艳,10,色,yàn,1,宾,10,宀,bīn,1
付淑静,女,1992,山东,3,淑静,淑,11,氵,shū,2,静,14,青,jìng,1
王培昌,男,1939,上海,3,培昌,培,11,土,péi,1,昌,8,日,chāng,1
易显飞,男,1974,湖南株洲醴陵,3,显飞,显,9,日,xiǎn,1,飞,3,飞,fēi,1
廖水清,男,1953,湖南资兴,3,水清,水,4,水,shuǐ,1,清,11,氵,qīng,1
菀姐,女,1992,湖南浏阳,2,姐,姐,8,女,jiě,1,姐,0,0,0,0
蒋瑞,女,1992,河南周口,2,瑞,瑞,13,王,ruì,1,瑞,0,0,0,0
张贵英,女,1992,四川省宜宾市翠屏区李端镇,3,贵英,贵,9,贝,guì,1,英,8,艹,yīng,1
高先海,男,1957,四川南部,3,先海,先,6,儿,xiān,1,海,10,氵,hǎi,1
李鸿远,男,1934,北京,3,鸿远,鸿,11,鸟,hóng,2,远,7,辶,yuǎn,1
李静纯,男,1945,北京,3,静纯,静,14,青,jìng,1,纯,7,纟,chún,1
方雪,女,1992,山东,2,雪,雪,11,雨,xuě,1,雪,0,0,0,0
刘杉杉,女,1992,河北,3,杉杉,杉,7,木,shān,2,杉,7,木,shān,2
徐鸿春,男,1968,安徽省宣城市郎溪县人,3,鸿春,鸿,11,鸟,hóng,2,春,9,日,chūn,1
宋容慧,女,1992,黑龙江哈尔滨,3,容慧,容,10,宀,róng,1,慧,15,心,huì,1
寒文玉,男,1992,贵州六盘水,3,文玉,文,4,文,wén,1,玉,5,玉,yù,1
师晓勇,男,1960,山西和顺县,3,晓勇,晓,10,日,xiǎo,1,勇,9,力,yǒng,1
林少娟,女,1992,福建省漳平市,3,少娟,少,4,小,shǎo,1,娟,10,女,juān,3
丛海兵,男,1968,江苏如东,3,海兵,海,10,氵,hǎi,1,兵,7,八,bīng,1
谷维才,男,1963,安徽阜阳,3,维才,维,11,纟,wéi,1,才,3,扌,cái,1
冉春,男,1978,四川达州,2,春,春,9,日,chūn,1,春,0,0,0,0
莫亚东,男,1996,湖南省衡阳市,3,亚东,亚,6,二,yà,1,东,5,一,dōng,1
徐明夫,男,1956,浙江余姚,3,明夫,明,8,日,míng,1,夫,4,大,fū,1
连春建,男,1962,北京市,3,春建,春,9,日,chūn,1,建,8,廴,jiàn,1
马永开,男,1963,安徽天长,3,永开,永,5,水,yǒng,1,开,4,廾,kāi,1
邵国军,男,1957,辽宁省昌图县,3,国军,国,8,囗,guó,1,军,6,冖,jūn,1
钱国纲,男,1939,江西南昌,3,国纲,国,8,囗,guó,1,纲,7,纟,gāng,1
罗亦斌,男,1965,江西星子,3,亦斌,亦,6,亠,yì,1,斌,12,文,bīn,3
周凯盈,女,1992,台湾,3,凯盈,凯,8,几,kǎi,1,盈,9,皿,yíng,1
柯俊雄,男,1945,台湾高雄,3,俊雄,俊,9,亻,jùn,1,雄,12,隹,xióng,1
陈加元,男,1953,浙江永康,3,加元,加,5,力,jiā,1,元,4,儿,yuán,1
陶子鲜,女,1992,广西贺州,3,子鲜,子,3,子,zǐ,1,鲜,14,鱼,xiān,1
李安红,男,1968,山西省太原市,3,安红,安,6,宀,ān,1,红,6,纟,hóng,1
周羿霖,女,1992,河北保定,3,羿霖,羿,9,羽,yì,3,霖,16,雨,lín,3
杨方军,男,1969,四川省南充市高坪区,3,方军,方,4,方,fāng,1,军,6,冖,jūn,1
单墫,男,1943,江苏泰州市,2,墫,墫,15,土,cūn,3,墫,0,0,0,0
赵宝泉,男,1966,山东省梁山县,3,宝泉,宝,8,宀,bǎo,1,泉,9,水,quán,1
袁胜文,男,1970,新疆石河子,3,胜文,胜,9,月,shèng,1,文,4,文,wén,1
曹茉莉,男,1960,湖南常宁,3,茉莉,茉,8,艹,mò,2,莉,10,艹,lì,2
甘泽清,男,1989,浙江省温州市,3,泽清,泽,8,氵,zé,1,清,11,氵,qīng,1
张雷雨,男,1984,安徽省蚌埠市,3,雷雨,雷,13,雨,léi,1,雨,8,雨,yǔ,1
喻新安,男,1955,河南偃师,3,新安,新,13,斤,xīn,1,安,6,宀,ān,1
江泽佳,男,1920,安徽省旌德县,3,泽佳,泽,8,氵,zé,1,佳,8,亻,jiā,1
萧诗美,男,1956,湖北省浠水县,3,诗美,诗,8,讠,shī,1,美,9,羊,měi,1
毛君甫,男,1963,四川德阳,3,君甫,君,7,口,jūn,1,甫,7,用,fǔ,2
吴康民,男,1926,广东省汕头,3,康民,康,11,广,kāng,1,民,5,氏,mín,1
肖莎,女,1992,贵州省黔东南州榕江县,2,莎,莎,10,艹,shā,3,莎,0,0,0,0
朱启星,男,1958,安徽含山,3,启星,启,7,口,qǐ,1,星,9,日,xīng,1
王广荣,男,1964,重庆渝北,3,广荣,广,3,广,guǎng,1,荣,9,艹,róng,1
段新昱,男,1963,福建,3,新昱,新,13,斤,xīn,1,昱,9,日,yù,3
李淼洲,男,1962,浙江省杭州市,3,淼洲,淼,12,水,miǎo,3,洲,9,氵,zhōu,1
钟林生,男,1971,江西省于都县,3,林生,林,8,木,lín,1,生,5,生,shēng,1
于子秋,男,1978,山东,3,子秋,子,3,子,zǐ,1,秋,9,禾,qiū,1
文大家,男,1930,贵州省天柱县人,3,大家,大,3,大,dà,1,家,10,宀,jiā,1
马宏建,男,1962,河南商丘,3,宏建,宏,7,宀,hóng,1,建,8,廴,jiàn,1
裘晓洁,女,1992,浙江绍兴,3,晓洁,晓,10,日,xiǎo,1,洁,9,氵,jié,1
何发理,男,1954,陕西洛川,3,发理,发,5,又,fā,1,理,11,王,lǐ,1
阚文聪,女,1992,河北,3,文聪,文,4,文,wén,1,聪,15,耳,cōng,1
吴昌志,男,1975,安徽省东至县,3,昌志,昌,8,日,chāng,1,志,7,心,zhì,1
孙凤余,男,1978,山东临沂人,3,凤余,凤,4,几,fèng,1,余,7,人,yú,1
宋重东,男,1975,浙江,3,重东,重,9,里,zhòng,1,东,5,一,dōng,1
廖天禄,男,1968,广东遂溪,3,天禄,天,4,大,tiān,1,禄,12,礻,lù,3
陈芋米,女,1992,上海,3,芋米,芋,6,艹,yù,2,米,6,米,mǐ,1
宁纪锋,男,1975,陕西韩城,3,纪锋,纪,6,纟,jì,1,锋,12,钅,fēng,1
牛冠男,女,1992,广西,3,冠男,冠,9,冖,guàn,1,男,7,田,nán,1
刘盈君,女,1992,吉林省长春市,3,盈君,盈,9,皿,yíng,1,君,7,口,jūn,1
阎立耕,男,1964,辽宁省营口市,3,立耕,立,5,立,lì,1,耕,10,耒,gēng,1
崔紫轩,女,1992,河南,3,紫轩,紫,12,糸,zǐ,1,轩,7,车,xuān,2
侯显堂,男,1921,山东省,3,显堂,显,9,日,xiǎn,1,堂,11,土,táng,1
唐安琪,女,1992,湖北省黄石市,3,安琪,安,6,宀,ān,1,琪,12,王,qí,3
李亦捷,女,1992,台湾,3,亦捷,亦,6,亠,yì,1,捷,11,扌,jié,1
付至忠,男,1953,四川古蔺人,3,至忠,至,6,至,zhì,1,忠,8,心,zhōng,1
张尔铭,男,1933,河南偃师,3,尔铭,尔,5,小,ěr,2,铭,11,钅,míng,2
谭颂方,男,1962,湖南省宁乡县,3,颂方,颂,10,页,sòng,1,方,4,方,fāng,1
汪信宏,男,1977,安徽黄山,3,信宏,信,9,亻,xìn,1,宏,7,宀,hóng,1
商建刚,男,1976,湖北黄梅,3,建刚,建,8,廴,jiàn,1,刚,6,刂,gāng,1
战克林,男,1986,陕西,3,克林,克,7,十,kè,1,林,8,木,lín,1
武亮靓,男,1960,山东省肥城市,3,亮靓,亮,9,亠,liàng,1,靓,12,青,liàng,3
章沁生,男,1948,山西孝义,3,沁生,沁,7,氵,qìn,3,生,5,生,shēng,1
许关欣,男,1969,湖北通城,3,关欣,关,6,乺,guān,1,欣,8,欠,xīn,1
陈广和,男,1962,广东高州,3,广和,广,3,广,guǎng,1,和,8,口,hé,1
麦洛洛,女,1992,湖南,3,洛洛,洛,9,氵,luò,2,洛,9,氵,luò,2
陈成虎,男,1973,浙江温州,3,成虎,成,6,戈,chéng,1,虎,8,虍,hǔ,1
郑礼敬,男,1976,广东省潮州市饶平县,3,礼敬,礼,5,礻,lǐ,1,敬,12,攵,jìng,1
蒋庆坦,男,1939,湖北枝江,3,庆坦,庆,6,广,qìng,1,坦,8,土,tǎn,1
韦翯钰,男,1984,广西南宁,3,翯钰,翯,16,羽,hè,3,钰,10,钅,yù,3
李晶泽,男,1972,湖南澧县,3,晶泽,晶,12,日,jīng,1,泽,8,氵,zé,1
臧胜业,男,1951,山东胶州,3,胜业,胜,9,月,shèng,1,业,5,业,yè,1
何芝义,男,1963,贵州兴义,3,芝义,芝,6,艹,zhī,1,义,3,丶,yì,1
程长泉,男,1966,山东济南,3,长泉,长,4,长,cháng,1,泉,9,水,quán,1
曾繁亭,男,1962,山东高密,3,繁亭,繁,17,糸,fán,1,亭,9,亠,tíng,1
聂鸿立,男,1960,山东,3,鸿立,鸿,11,鸟,hóng,2,立,5,立,lì,1
吴立汉,男,1984,江苏 徐州,3,立汉,立,5,立,lì,1,汉,5,氵,hàn,1
郑昱琪,男,1972,湖北省丹江口市,3,昱琪,昱,9,日,yù,3,琪,12,王,qí,3
段红刚,男,1962,四川渠县,3,红刚,红,6,纟,hóng,1,刚,6,刂,gāng,1
汪小敏,女,1992,广西壮族自治区南宁市,3,小敏,小,3,小,xiǎo,1,敏,11,攵,mǐn,1
孙金生,男,1965,天津市,3,金生,金,8,金,jīn,1,生,5,生,shēng,1
李小五,男,1971,湖南临湘,3,小五,小,3,小,xiǎo,1,五,4,二,wǔ,1
冯三九,男,1955,湖北黄陂,3,三九,三,3,一,sān,1,九,2,丿,jiǔ,1
刘大赋,男,1941,安徽省霍山县,3,大赋,大,3,大,dà,1,赋,12,贝,fù,2
田乃飞,男,1967,陕西省府谷县,3,乃飞,乃,2,丿,nǎi,1,飞,3,飞,fēi,1
胡焕剑,男,1959,浙江慈溪,3,焕剑,焕,11,火,huàn,2,剑,9,刂,jiàn,1
禹惠林,女,1992,香港,3,惠林,惠,12,心,huì,1,林,8,木,lín,1
李雄范,男,1961,吉林省汪清县,3,雄范,雄,12,隹,xióng,1,范,8,艹,fàn,1
浦大铨,男,1928,安徽省合肥市,3,大铨,大,3,大,dà,1,铨,11,钅,quán,3
吴延廷,男,1949,广东连平,3,延廷,延,6,廴,yán,1,廷,6,廴,tíng,2
王景泽,男,1963,吉林省白山市,3,景泽,景,12,日,jǐng,1,泽,8,氵,zé,1
徐觅,男,1972,湖北黄冈人,2,觅,觅,8,见,mì,2,觅,0,0,0,0
冯湘勇,男,1977,湖南永州,3,湘勇,湘,12,氵,xiāng,2,勇,9,力,yǒng,1
周一波,男,1953,陕西省丹凤县,3,一波,一,1,一,yī,1,波,8,氵,bō,1
汪登斌,男,1970,安徽南陵,3,登斌,登,12,癶,dēng,1,斌,12,文,bīn,3
张本锋,男,1977,浙江乐清,3,本锋,本,5,木,běn,1,锋,12,钅,fēng,1
罗京军,男,1962,湖南攸县,3,京军,京,8,亠,jīng,1,军,6,冖,jūn,1
赵可金,男,1975,山东省,3,可金,可,5,口,kě,1,金,8,金,jīn,1
张田欣,男,1955,云南省江川县,3,田欣,田,5,田,tián,1,欣,8,欠,xīn,1
包宜鑫,女,1992,湖南株洲,3,宜鑫,宜,8,宀,yí,1,鑫,24,金,xīn,3
顾飞舟,男,1971,浙江舟山(普陀),3,飞舟,飞,3,飞,fēi,1,舟,6,舟,zhōu,1
孙夕尧,女,1992,河北,3,夕尧,夕,3,夕,xī,1,尧,6,兀,yáo,3
柯少岩,男,1977,福建漳浦,3,少岩,少,4,小,shǎo,1,岩,8,山,yán,1
晋梦蝶,女,1992,湖北省武汉市,3,梦蝶,梦,11,木,mèng,1,蝶,15,虫,dié,1
章武生,男,1954,河南开封,3,武生,武,8,止,wǔ,1,生,5,生,shēng,1
卢荡,男,1972,黑龙江大庆,2,荡,荡,9,艹,dàng,1,荡,0,0,0,0
杨梦吟,女,1992,香港,3,梦吟,梦,11,木,mèng,1,吟,7,口,yín,2
任武军,男,1967,北京市,3,武军,武,8,止,wǔ,1,军,6,冖,jūn,1
邓家斌,男,1963,湖北来凤,3,家斌,家,10,宀,jiā,1,斌,12,文,bīn,3
庄耿新,男,1940,河南省文昌市,3,耿新,耿,10,耳,gěng,2,新,13,斤,xīn,1
王兆骞,男,1931,上海,3,兆骞,兆,6,儿,zhào,1,骞,13,马,qiān,3
郑俊康,男,1959,浙江宁波,3,俊康,俊,9,亻,jùn,1,康,11,广,kāng,1
聂石樵,男,1927,山东蓬莱,3,石樵,石,5,石,shí,1,樵,16,木,qiáo,3
朱依谆,男,1965,上海,3,依谆,依,8,亻,yī,1,谆,10,讠,zhūn,2
罗中杰,男,1944,四川省泸州纳溪,3,中杰,中,4,丨,zhōng,1,杰,8,木,jié,1
姚鸿泽,男,1959,台湾,3,鸿泽,鸿,11,鸟,hóng,2,泽,8,氵,zé,1
顾乃强,男,1938,上海,3,乃强,乃,2,丿,nǎi,1,强,12,弓,qiáng,1
温成龙,男,1988,北京市房山区,3,成龙,成,6,戈,chéng,1,龙,5,龙,lóng,1
崔自铎,男,1929,河北巨鹿,3,自铎,自,6,自,zì,1,铎,10,钅,duó,3
童晓军,男,1970,江西上饶县,3,晓军,晓,10,日,xiǎo,1,军,6,冖,jūn,1
王月衡,男,1963,河北定州,3,月衡,月,4,月,yuè,1,衡,16,行,héng,1
万忠权,男,1957,辽宁海城,3,忠权,忠,8,心,zhōng,1,权,6,木,quán,1
毛楚玉,女,1992,四川雅安,3,楚玉,楚,13,木,chǔ,1,玉,5,玉,yù,1
焦佩武,男,1928,安徽蒙城,3,佩武,佩,8,亻,pèi,1,武,8,止,wǔ,1
柳丰华,男,1972,湖北,3,丰华,丰,4,丨,fēng,1,华,6,十,huá,1
朱永孝,男,1940,四川仪陇,3,永孝,永,5,水,yǒng,1,孝,7,子,xiào,1
钟贤兵,男,1988,湖北 荆门,3,贤兵,贤,8,贝,xián,1,兵,7,八,bīng,1
钱志彬,男,1963,四川盐边,3,志彬,志,7,心,zhì,1,彬,11,彡,bīn,2
黄邦领,男,1961,浙江苍南,3,邦领,邦,6,阝,bāng,2,领,11,页,lǐng,1
葛韩湘,男,1968,湖南省双峰县,3,韩湘,韩,12,韦,hán,2,湘,12,氵,xiāng,2
薛国庆,男,1964,甘肃民勤,3,国庆,国,8,囗,guó,1,庆,6,广,qìng,1
王文雁,男,1968,甘肃省岷县,3,文雁,文,4,文,wén,1,雁,12,隹,yàn,1
倪国熙,男,1937,浙江省,3,国熙,国,8,囗,guó,1,熙,14,灬,xī,2
李祥栩,男,1954,云南省宣威市,3,祥栩,祥,10,礻,xiáng,1,栩,10,木,xǔ,3
蔡伟中,男,1970,福建龙海,3,伟中,伟,6,亻,wěi,1,中,4,丨,zhōng,1
姜玉凯,男,1942,山东省荣成市,3,玉凯,玉,5,玉,yù,1,凯,8,几,kǎi,1
郭跃峰,男,1957,山西省黎城县,3,跃峰,跃,11,足,yuè,1,峰,10,山,fēng,1
周群信,男,1960,江苏张家港,3,群信,群,13,羊,qún,1,信,9,亻,xìn,1
王请记,男,1949,河南襄城,3,请记,请,10,讠,qǐng,1,记,5,讠,jì,1
陈家许,男,1961,广东省阳春市,3,家许,家,10,宀,jiā,1,许,6,讠,xǔ,1
张明灿,男,1966,浙江省诸暨市,3,明灿,明,8,日,míng,1,灿,7,火,càn,1
范正红,男,1964,山东济宁,3,正红,正,5,止,zhèng,1,红,6,纟,hóng,1
梁嘉美,女,1992,辽宁丹东,3,嘉美,嘉,14,口,jiā,1,美,9,羊,měi,1
汪麟书,男,1942,湖北咸宁,3,麟书,麟,23,鹿,lín,3,书,4,乛,shū,1
董一兵,男,1963,山西闻喜,3,一兵,一,1,一,yī,1,兵,7,八,bīng,1
黄开焕,男,1926,福建永定,3,开焕,开,4,廾,kāi,1,焕,11,火,huàn,2
陈加考,男,1991,山东,3,加考,加,5,力,jiā,1,考,6,聅,kǎo,1
刘丰杰,男,1942,河北定州,3,丰杰,丰,4,丨,fēng,1,杰,8,木,jié,1
曹蓬,男,1958,青海西宁,2,蓬,蓬,13,艹,péng,1,蓬,0,0,0,0
杨正亚,男,1964,江苏涟水,3,正亚,正,5,止,zhèng,1,亚,6,二,yà,1
郑高飞,男,1962,陕西咸阳,3,高飞,高,10,高,gāo,1,飞,3,飞,fēi,1
林颖彤,女,1992,香港,3,颖彤,颖,13,页,yǐng,2,彤,7,彡,tóng,2
韩万斋,男,1941,山西交城,3,万斋,万,3,一,wàn,1,斋,10,文,zhāi,2
焦建刚,男,1976,湖北省武汉市,3,建刚,建,8,廴,jiàn,1,刚,6,刂,gāng,1
卢元国,男,1977,辽宁凤城,3,元国,元,4,儿,yuán,1,国,8,囗,guó,1
贾宝龙,男,1966,河南省南阳市方城县,3,宝龙,宝,8,宀,bǎo,1,龙,5,龙,lóng,1
小孽,女,1992,浙江龙泉,2,孽,孽,19,子,niè,2,孽,0,0,0,0
于钢,男,1955,吉林省长春市,2,钢,钢,9,钅,gāng,1,钢,0,0,0,0
霍梦华,男,1963,山东曲阜市,3,梦华,梦,11,木,mèng,1,华,6,十,huá,1
徐义龙,男,1954,江苏宝应,3,义龙,义,3,丶,yì,1,龙,5,龙,lóng,1
杨恭胜,男,1962,黑龙江,3,恭胜,恭,10,小,gōng,1,胜,9,月,shèng,1
高尔鑫,男,1939,湖南吉首,3,尔鑫,尔,5,小,ěr,2,鑫,24,金,xīn,3
徐熙阳,女,1992,湖南省长沙市,3,熙阳,熙,14,灬,xī,2,阳,6,阝,yáng,1
梁兆存,男,1943,山东梁山,3,兆存,兆,6,儿,zhào,1,存,6,子,cún,1
束昱,男,1951,江苏省丹阳市,2,昱,昱,9,日,yù,3,昱,0,0,0,0
邓琳琳,女,1992,安徽省亳州市利辛县王人镇邓寨村,3,琳琳,琳,12,王,lín,2,琳,12,王,lín,2
彭新一,男,1956,湖南汉寿,3,新一,新,13,斤,xīn,1,一,1,一,yī,1
张友接,男,1963,江西萍乡,3,友接,友,4,又,yǒu,1,接,11,扌,jiē,1
王莎莎,女,1992,河北省邯郸市,3,莎莎,莎,10,艹,shā,3,莎,10,艹,shā,3
林英海,男,1932,河南台前,3,英海,英,8,艹,yīng,1,海,10,氵,hǎi,1
白嗣宏,男,1937,河南开封,3,嗣宏,嗣,13,口,sì,3,宏,7,宀,hóng,1
郭晋平,男,1963,山西原平,3,晋平,晋,10,日,jìn,1,平,5,干,píng,1
汤麓洋,女,1992,湖南省衡阳市雁峰区,3,麓洋,麓,19,鹿,lù,3,洋,9,氵,yáng,1
卢显亚,男,1948,湖北恩施,3,显亚,显,9,日,xiǎn,1,亚,6,二,yà,1
苟海龙,男,1965,甘肃通渭,3,海龙,海,10,氵,hǎi,1,龙,5,龙,lóng,1
李务公,男,1944,河南省博爱县西介沟村,3,务公,务,5,力,wù,1,公,4,八,gōng,1
石天欣,女,1992,香港,3,天欣,天,4,大,tiān,1,欣,8,欠,xīn,1
杨紫,女,1992,北京市,2,紫,紫,12,糸,zǐ,1,紫,0,0,0,0
郝天铭,男,1994,安徽省阜阳市,3,天铭,天,4,大,tiān,1,铭,11,钅,míng,2
郑朝昌,男,1966,福建省龙海市人,3,朝昌,朝,12,月,cháo,1,昌,8,日,chāng,1
张懋炯,男,1935,江苏无锡,3,懋炯,懋,17,心,mào,3,炯,9,火,jiǒng,3
薇泪,女,1992,江苏苏州,2,泪,泪,8,氵,lèi,1,泪,0,0,0,0
赵采儿,女,1992,辽宁,3,采儿,采,8,采,cǎi,1,儿,2,儿,ér,1
黄继胜,男,1947,广东阳江,3,继胜,继,10,纟,jì,1,胜,9,月,shèng,1
莫立刚,男,1959,江苏赣榆,3,立刚,立,5,立,lì,1,刚,6,刂,gāng,1
阿孜,女,1992,新疆乌鲁木齐,2,孜,孜,7,子,zī,3,孜,0,0,0,0
翁明亮,男,1962,福建武夷山,3,明亮,明,8,日,míng,1,亮,9,亠,liàng,1
张佳颖,女,1992,甘肃,3,佳颖,佳,8,亻,jiā,1,颖,13,页,yǐng,2
颜伟国,男,1969,浙江宁波,3,伟国,伟,6,亻,wěi,1,国,8,囗,guó,1
童可可,女,1992,湖南长沙市雨花区,3,可可,可,5,口,kě,1,可,5,口,kě,1
鲍延毅,男,1937,江苏沛县,3,延毅,延,6,廴,yán,1,毅,15,殳,yì,1
康佳旗,女,1992,河南洛阳,3,佳旗,佳,8,亻,jiā,1,旗,14,方,qí,1
李凯琳,女,1992,台湾,3,凯琳,凯,8,几,kǎi,1,琳,12,王,lín,2
李鸿琦,男,1952,山西省柳林县,3,鸿琦,鸿,11,鸟,hóng,2,琦,12,王,qí,3
钟俊鸣,男,1959,广东五华,3,俊鸣,俊,9,亻,jùn,1,鸣,8,鸟,míng,1
叶中央,男,1940,浙江嵊泗县,3,中央,中,4,丨,zhōng,1,央,5,大,yāng,1
刘宜勤,男,1939,四川,3,宜勤,宜,8,宀,yí,1,勤,13,力,qín,1
潘岷,男,1967,江苏宜兴,2,岷,岷,8,山,mín,3,岷,0,0,0,0
叶小媛,女,1992,广东省广州市,3,小媛,小,3,小,xiǎo,1,媛,12,女,yuán,3
韩墨染,女,1992,吉林辽源,3,墨染,墨,15,土,mò,1,染,9,木,rǎn,1
李乐成,男,1965,湖北监利,3,乐成,乐,5,丿,lè,1,成,6,戈,chéng,1
夏智海,男,1965,安徽宣州,3,智海,智,12,日,zhì,1,海,10,氵,hǎi,1
朱毅强,男,1977,湖南省湘潭县,3,毅强,毅,15,殳,yì,1,强,12,弓,qiáng,1
许润三,男,1926,江苏阜宁,3,润三,润,10,氵,rùn,1,三,3,一,sān,1
汪林星,男,1963,浙江淳安,3,林星,林,8,木,lín,1,星,9,日,xīng,1
陈启国,男,1965,湖南湘乡市,3,启国,启,7,口,qǐ,1,国,8,囗,guó,1
语桐,女,1992,重庆市,2,桐,桐,10,木,tóng,1,桐,0,0,0,0
党革荣,男,1968,陕西省澄城县,3,革荣,革,9,革,gé,1,荣,9,艹,róng,1
文晓依,女,1992,湖北宜昌,3,晓依,晓,10,日,xiǎo,1,依,8,亻,yī,1
郭专,男,1963,福建寿宁,2,专,专,4,一,zhuān,1,专,0,0,0,0
董玉毅,男,1981,江西景德镇,3,玉毅,玉,5,玉,yù,1,毅,15,殳,yì,1
杜利勇,男,1978,山西省忻州市,3,利勇,利,7,刂,lì,1,勇,9,力,yǒng,1
吴金伍,男,1966,浙江洞头,3,金伍,金,8,金,jīn,1,伍,6,亻,wǔ,1
陈南云,男,1949,广东和平,3,南云,南,9,十,nán,1,云,4,二,yún,1
阮宗泽,男,1965,四川省泸州市水尾镇,3,宗泽,宗,8,宀,zōng,1,泽,8,氵,zé,1
杨初春,男,1941,湖南省邵东县,3,初春,初,7,刀,chū,1,春,9,日,chūn,1
程冲,女,1992,山东德州,2,冲,冲,6,冫,chōng,1,冲,0,0,0,0
郭闻潮,男,1989,辽宁沈阳,3,闻潮,闻,9,门,wén,1,潮,15,氵,cháo,1
李皖跃,男,1960,山西长子,3,皖跃,皖,12,白,wǎn,3,跃,11,足,yuè,1
田雨晨,男,1992,吉林长春,3,雨晨,雨,8,雨,yǔ,1,晨,11,日,chén,1
龚美琪,女,1992,广东深圳,3,美琪,美,9,羊,měi,1,琪,12,王,qí,3
王祖继,男,1958,天津宝坻,3,祖继,祖,9,礻,zǔ,1,继,10,纟,jì,1
覃道明,男,1966,湖北长阳,3,道明,道,12,辶,dào,1,明,8,日,míng,1
柳子色,男,1969,四川布拖,3,子色,子,3,子,zǐ,1,色,6,色,sè,1
吕桂春,男,1946,广西,3,桂春,桂,10,木,guì,1,春,9,日,chūn,1
钟立伟,男,1974,山西省永济市,3,立伟,立,5,立,lì,1,伟,6,亻,wěi,1
高全洲,男,1965,安徽太和,3,全洲,全,6,入,quán,1,洲,9,氵,zhōu,1
任相奇,男,1968,陕西旬邑,3,相奇,相,9,目,xiāng,1,奇,8,大,qí,1
